feature,threshold,direction,tp,tn,fp,fn,accuracy,balanced_accuracy,precision,recall,specificity
answer_mean_value,0.0002629157470194168,<=,98,76,24,2,0.87,0.87,0.8032786885245902,0.98,0.76
answer_mean_value,0.0002638447196328674,>=,2,24,76,98,0.13,0.13,0.02564102564102564,0.02,0.24
answer_mean_value,0.0002638447196328674,<=,98,75,25,2,0.865,0.865,0.7967479674796748,0.98,0.75
answer_mean_value,0.00026401751366034713,>=,2,25,75,98,0.135,0.135,0.025974025974025976,0.02,0.25
answer_mean_value,0.00026401751366034713,<=,98,74,26,2,0.86,0.86,0.7903225806451613,0.98,0.74
answer_mean_value,0.00026705932927104385,>=,2,26,74,98,0.14,0.14,0.02631578947368421,0.02,0.26
answer_mean_value,0.00026705932927104385,<=,98,73,27,2,0.855,0.855,0.784,0.98,0.73
answer_mean_value,0.00026780404384328264,>=,2,27,73,98,0.145,0.14500000000000002,0.02666666666666667,0.02,0.27
answer_mean_value,0.00026780404384328264,<=,98,72,28,2,0.85,0.85,0.7777777777777778,0.98,0.72
answer_mean_value,0.00026819188148665215,>=,2,28,72,98,0.15,0.15000000000000002,0.02702702702702703,0.02,0.28
answer_mean_value,0.00026819188148665215,<=,98,71,29,2,0.845,0.845,0.7716535433070866,0.98,0.71
answer_mean_value,0.0002688503182217053,>=,2,29,71,98,0.155,0.155,0.0273972602739726,0.02,0.29
answer_mean_value,0.0002688503182217053,<=,98,70,30,2,0.84,0.84,0.765625,0.98,0.7
answer_mean_value,0.00026992610703582907,>=,2,30,70,98,0.16,0.16,0.027777777777777776,0.02,0.3
answer_mean_value,0.00026992610703582907,<=,98,69,31,2,0.835,0.835,0.7596899224806202,0.98,0.69
answer_mean_value,0.00027023521889692773,>=,2,31,69,98,0.165,0.165,0.028169014084507043,0.02,0.31
answer_mean_value,0.00027023521889692773,<=,98,68,32,2,0.83,0.8300000000000001,0.7538461538461538,0.98,0.68
answer_mean_value,0.0002713321499416155,>=,2,32,68,98,0.17,0.17,0.02857142857142857,0.02,0.32
answer_mean_value,0.0002713321499416155,<=,98,67,33,2,0.825,0.825,0.7480916030534351,0.98,0.67
answer_mean_value,0.0002733826612210758,>=,2,33,67,98,0.175,0.17500000000000002,0.028985507246376812,0.02,0.33
answer_mean_value,0.0002733826612210758,<=,98,66,34,2,0.82,0.8200000000000001,0.7424242424242424,0.98,0.66
answer_mean_value,0.00027456812681383313,>=,2,34,66,98,0.18,0.18000000000000002,0.029411764705882353,0.02,0.34
answer_mean_value,0.00027456812681383313,<=,98,65,35,2,0.815,0.815,0.7368421052631579,0.98,0.65
answer_mean_value,0.00027560435456813954,>=,2,35,65,98,0.185,0.185,0.029850746268656716,0.02,0.35
answer_mean_value,0.00027560435456813954,<=,98,64,36,2,0.81,0.81,0.7313432835820896,0.98,0.64
answer_mean_value,0.0002757914605105973,>=,2,36,64,98,0.19,0.19,0.030303030303030304,0.02,0.36
answer_mean_value,0.0002757914605105973,<=,98,63,37,2,0.805,0.8049999999999999,0.725925925925926,0.98,0.63
answer_mean_value,0.00027599820398251193,>=,2,37,63,98,0.195,0.195,0.03076923076923077,0.02,0.37
answer_mean_value,0.00027599820398251193,<=,98,62,38,2,0.8,0.8,0.7205882352941176,0.98,0.62
answer_mean_value,0.00027733636714842623,>=,2,38,62,98,0.2,0.2,0.03125,0.02,0.38
answer_mean_value,0.00027733636714842623,<=,98,61,39,2,0.795,0.7949999999999999,0.7153284671532847,0.98,0.61
answer_mean_value,0.0002793316961577313,>=,2,39,61,98,0.205,0.20500000000000002,0.031746031746031744,0.02,0.39
answer_mean_value,0.0002793316961577313,<=,98,60,40,2,0.79,0.79,0.7101449275362319,0.98,0.6
answer_mean_value,0.00027965352557930115,>=,2,40,60,98,0.21,0.21000000000000002,0.03225806451612903,0.02,0.4
answer_mean_value,0.00027965352557930115,<=,98,59,41,2,0.785,0.7849999999999999,0.7050359712230215,0.98,0.59
answer_mean_value,0.00028013624627088905,>=,2,41,59,98,0.215,0.215,0.03278688524590164,0.02,0.41
answer_mean_value,0.00028013624627088905,<=,98,58,42,2,0.78,0.78,0.7,0.98,0.58
answer_mean_value,0.0002819448558256234,>=,2,42,58,98,0.22,0.22,0.03333333333333333,0.02,0.42
answer_mean_value,0.0002819448558256234,<=,99,58,42,1,0.785,0.7849999999999999,0.7021276595744681,0.99,0.58
answer_mean_value,0.0002825493724289273,>=,1,42,58,99,0.215,0.215,0.01694915254237288,0.01,0.42
answer_mean_value,0.0002825493724289273,<=,99,57,43,1,0.78,0.78,0.6971830985915493,0.99,0.57
answer_mean_value,0.0002828335686927224,>=,1,43,57,99,0.22,0.22,0.017241379310344827,0.01,0.43
answer_mean_value,0.0002828335686927224,<=,99,56,44,1,0.775,0.775,0.6923076923076923,0.99,0.56
answer_mean_value,0.0002833537133181789,>=,1,44,56,99,0.225,0.225,0.017543859649122806,0.01,0.44
answer_mean_value,0.0002833537133181789,<=,99,55,45,1,0.77,0.77,0.6875,0.99,0.55
answer_mean_value,0.0002836789386988543,>=,1,45,55,99,0.23,0.23,0.017857142857142856,0.01,0.45
answer_mean_value,0.0002836789386988543,<=,99,54,46,1,0.765,0.765,0.6827586206896552,0.99,0.54
answer_mean_value,0.00028631415419351497,>=,1,46,54,99,0.235,0.23500000000000001,0.01818181818181818,0.01,0.46
answer_mean_value,0.00028631415419351497,<=,99,53,47,1,0.76,0.76,0.678082191780822,0.99,0.53
answer_mean_value,0.000286341805159199,>=,1,47,53,99,0.24,0.24,0.018518518518518517,0.01,0.47
answer_mean_value,0.000286341805159199,<=,99,52,48,1,0.755,0.755,0.673469387755102,0.99,0.52
answer_mean_value,0.0002870963961124124,>=,1,48,52,99,0.245,0.245,0.018867924528301886,0.01,0.48
answer_mean_value,0.0002870963961124124,<=,99,51,49,1,0.75,0.75,0.668918918918919,0.99,0.51
answer_mean_value,0.00028752504092126123,>=,1,49,51,99,0.25,0.25,0.019230769230769232,0.01,0.49
answer_mean_value,0.00028752504092126123,<=,99,50,50,1,0.745,0.745,0.6644295302013423,0.99,0.5
answer_mean_value,0.00028833215899546553,>=,1,50,50,99,0.255,0.255,0.0196078431372549,0.01,0.5
answer_mean_value,0.00028833215899546553,<=,99,49,51,1,0.74,0.74,0.66,0.99,0.49
answer_mean_value,0.000288732585503374,>=,1,51,49,99,0.26,0.26,0.02,0.01,0.51
answer_mean_value,0.000288732585503374,<=,99,48,52,1,0.735,0.735,0.6556291390728477,0.99,0.48
answer_mean_value,0.00028882687127377644,>=,1,52,48,99,0.265,0.265,0.02040816326530612,0.01,0.52
answer_mean_value,0.00028882687127377644,<=,99,47,53,1,0.73,0.73,0.6513157894736842,0.99,0.47
answer_mean_value,0.0002889891350688148,>=,1,53,47,99,0.27,0.27,0.020833333333333332,0.01,0.53
answer_mean_value,0.0002889891350688148,<=,99,46,54,1,0.725,0.725,0.6470588235294118,0.99,0.46
answer_mean_value,0.0002902006530908133,>=,1,54,46,99,0.275,0.275,0.02127659574468085,0.01,0.54
answer_mean_value,0.0002902006530908133,<=,99,45,55,1,0.72,0.72,0.6428571428571429,0.99,0.45
answer_mean_value,0.0002904603179944609,>=,1,55,45,99,0.28,0.28,0.021739130434782608,0.01,0.55
answer_mean_value,0.0002904603179944609,<=,99,44,56,1,0.715,0.715,0.6387096774193548,0.99,0.44
answer_mean_value,0.0002909238264692249,>=,1,56,44,99,0.285,0.28500000000000003,0.022222222222222223,0.01,0.56
answer_mean_value,0.0002909238264692249,<=,100,44,56,0,0.72,0.72,0.6410256410256411,1.0,0.44
answer_mean_value,0.0002931101161679676,>=,0,56,44,100,0.28,0.28,0.0,0.0,0.56
answer_mean_value,0.0002931101161679676,<=,100,43,57,0,0.715,0.715,0.6369426751592356,1.0,0.43
answer_mean_value,0.00029359411517409123,>=,0,57,43,100,0.285,0.285,0.0,0.0,0.57
answer_mean_value,0.00029359411517409123,<=,100,42,58,0,0.71,0.71,0.6329113924050633,1.0,0.42
answer_mean_value,0.0002941663339725258,>=,0,58,42,100,0.29,0.29,0.0,0.0,0.58
answer_mean_value,0.0002941663339725258,<=,100,41,59,0,0.705,0.705,0.6289308176100629,1.0,0.41
answer_mean_value,0.00029559623273238937,>=,0,59,41,100,0.295,0.295,0.0,0.0,0.59
answer_mean_value,0.00029559623273238937,<=,100,40,60,0,0.7,0.7,0.625,1.0,0.4
answer_mean_value,0.00029679353712267723,>=,0,60,40,100,0.3,0.3,0.0,0.0,0.6
answer_mean_value,0.00029679353712267723,<=,100,39,61,0,0.695,0.6950000000000001,0.6211180124223602,1.0,0.39
answer_mean_value,0.0002969866392857613,>=,0,61,39,100,0.305,0.305,0.0,0.0,0.61
answer_mean_value,0.0002969866392857613,<=,100,38,62,0,0.69,0.69,0.6172839506172839,1.0,0.38
answer_mean_value,0.0002991643029169857,>=,0,62,38,100,0.31,0.31,0.0,0.0,0.62
answer_mean_value,0.0002991643029169857,<=,100,37,63,0,0.685,0.685,0.6134969325153374,1.0,0.37
answer_mean_value,0.0003001995597602451,>=,0,63,37,100,0.315,0.315,0.0,0.0,0.63
answer_mean_value,0.0003001995597602451,<=,100,36,64,0,0.68,0.6799999999999999,0.6097560975609756,1.0,0.36
answer_mean_value,0.00030181480580005995,>=,0,64,36,100,0.32,0.32,0.0,0.0,0.64
answer_mean_value,0.00030181480580005995,<=,100,35,65,0,0.675,0.675,0.6060606060606061,1.0,0.35
answer_mean_value,0.0003020811974775742,>=,0,65,35,100,0.325,0.325,0.0,0.0,0.65
answer_mean_value,0.0003020811974775742,<=,100,34,66,0,0.67,0.67,0.6024096385542169,1.0,0.34
answer_mean_value,0.0003035277805090366,>=,0,66,34,100,0.33,0.33,0.0,0.0,0.66
answer_mean_value,0.0003035277805090366,<=,100,33,67,0,0.665,0.665,0.5988023952095808,1.0,0.33
answer_mean_value,0.0003035789446721294,>=,0,67,33,100,0.335,0.335,0.0,0.0,0.67
answer_mean_value,0.0003035789446721294,<=,100,32,68,0,0.66,0.66,0.5952380952380952,1.0,0.32
answer_mean_value,0.0003040164565556386,>=,0,68,32,100,0.34,0.34,0.0,0.0,0.68
answer_mean_value,0.0003040164565556386,<=,100,31,69,0,0.655,0.655,0.591715976331361,1.0,0.31
answer_mean_value,0.0003046798954207642,>=,0,69,31,100,0.345,0.345,0.0,0.0,0.69
answer_mean_value,0.0003046798954207642,<=,100,30,70,0,0.65,0.65,0.5882352941176471,1.0,0.3
answer_mean_value,0.00030719498595730826,>=,0,70,30,100,0.35,0.35,0.0,0.0,0.7
answer_mean_value,0.00030719498595730826,<=,100,29,71,0,0.645,0.645,0.5847953216374269,1.0,0.29
answer_mean_value,0.0003082229754275459,>=,0,71,29,100,0.355,0.355,0.0,0.0,0.71
answer_mean_value,0.0003082229754275459,<=,100,28,72,0,0.64,0.64,0.5813953488372093,1.0,0.28
answer_mean_value,0.00030857182238521776,>=,0,72,28,100,0.36,0.36,0.0,0.0,0.72
answer_mean_value,0.00030857182238521776,<=,100,27,73,0,0.635,0.635,0.5780346820809249,1.0,0.27
answer_mean_value,0.00030959102348953655,>=,0,73,27,100,0.365,0.365,0.0,0.0,0.73
answer_mean_value,0.00030959102348953655,<=,100,26,74,0,0.63,0.63,0.5747126436781609,1.0,0.26
answer_mean_value,0.00031003633748621136,>=,0,74,26,100,0.37,0.37,0.0,0.0,0.74
answer_mean_value,0.00031003633748621136,<=,100,25,75,0,0.625,0.625,0.5714285714285714,1.0,0.25
answer_mean_value,0.0003101953069827604,>=,0,75,25,100,0.375,0.375,0.0,0.0,0.75
answer_mean_value,0.0003101953069827604,<=,100,24,76,0,0.62,0.62,0.5681818181818182,1.0,0.24
answer_mean_value,0.0003140603198544616,>=,0,76,24,100,0.38,0.38,0.0,0.0,0.76
answer_mean_value,0.0003140603198544616,<=,100,23,77,0,0.615,0.615,0.5649717514124294,1.0,0.23
answer_mean_value,0.000314501745391668,>=,0,77,23,100,0.385,0.385,0.0,0.0,0.77
answer_mean_value,0.000314501745391668,<=,100,22,78,0,0.61,0.61,0.5617977528089888,1.0,0.22
answer_mean_value,0.00031497847031101685,>=,0,78,22,100,0.39,0.39,0.0,0.0,0.78
answer_mean_value,0.00031497847031101685,<=,100,21,79,0,0.605,0.605,0.5586592178770949,1.0,0.21
answer_mean_value,0.000316126842669827,>=,0,79,21,100,0.395,0.395,0.0,0.0,0.79
answer_mean_value,0.000316126842669827,<=,100,20,80,0,0.6,0.6,0.5555555555555556,1.0,0.2
answer_mean_value,0.00031783150739418117,>=,0,80,20,100,0.4,0.4,0.0,0.0,0.8
answer_mean_value,0.00031783150739418117,<=,100,19,81,0,0.595,0.595,0.5524861878453039,1.0,0.19
answer_mean_value,0.00031967854114499817,>=,0,81,19,100,0.405,0.405,0.0,0.0,0.81
answer_mean_value,0.00031967854114499817,<=,100,18,82,0,0.59,0.59,0.5494505494505495,1.0,0.18
answer_mean_value,0.0003198537451901233,>=,0,82,18,100,0.41,0.41,0.0,0.0,0.82
answer_mean_value,0.0003198537451901233,<=,100,17,83,0,0.585,0.585,0.546448087431694,1.0,0.17
answer_mean_value,0.00032139062832081406,>=,0,83,17,100,0.415,0.415,0.0,0.0,0.83
answer_mean_value,0.00032139062832081406,<=,100,16,84,0,0.58,0.58,0.5434782608695652,1.0,0.16
answer_mean_value,0.00032308544721129325,>=,0,84,16,100,0.42,0.42,0.0,0.0,0.84
answer_mean_value,0.00032308544721129325,<=,100,15,85,0,0.575,0.575,0.5405405405405406,1.0,0.15
answer_mean_value,0.00032313189248353325,>=,0,85,15,100,0.425,0.425,0.0,0.0,0.85
answer_mean_value,0.00032313189248353325,<=,100,14,86,0,0.57,0.5700000000000001,0.5376344086021505,1.0,0.14
answer_mean_value,0.0003243533915897363,>=,0,86,14,100,0.43,0.43,0.0,0.0,0.86
answer_mean_value,0.0003243533915897363,<=,100,13,87,0,0.565,0.565,0.5347593582887701,1.0,0.13
answer_mean_value,0.00032443182499264367,>=,0,87,13,100,0.435,0.435,0.0,0.0,0.87
answer_mean_value,0.00032443182499264367,<=,100,12,88,0,0.56,0.56,0.5319148936170213,1.0,0.12
answer_mean_value,0.0003273210554288135,>=,0,88,12,100,0.44,0.44,0.0,0.0,0.88
answer_mean_value,0.0003273210554288135,<=,100,11,89,0,0.555,0.555,0.5291005291005291,1.0,0.11
answer_mean_value,0.0003302032752284109,>=,0,89,11,100,0.445,0.445,0.0,0.0,0.89
answer_mean_value,0.0003302032752284109,<=,100,10,90,0,0.55,0.55,0.5263157894736842,1.0,0.1
answer_mean_value,0.00033404551479354735,>=,0,90,10,100,0.45,0.45,0.0,0.0,0.9
answer_mean_value,0.00033404551479354735,<=,100,9,91,0,0.545,0.545,0.5235602094240838,1.0,0.09
answer_mean_value,0.0003357187750225421,>=,0,91,9,100,0.455,0.455,0.0,0.0,0.91
answer_mean_value,0.0003357187750225421,<=,100,8,92,0,0.54,0.54,0.5208333333333334,1.0,0.08
answer_mean_value,0.0003389301666252833,>=,0,92,8,100,0.46,0.46,0.0,0.0,0.92
answer_mean_value,0.0003389301666252833,<=,100,7,93,0,0.535,0.535,0.5181347150259067,1.0,0.07
answer_mean_value,0.00034039937256073407,>=,0,93,7,100,0.465,0.465,0.0,0.0,0.93
answer_mean_value,0.00034039937256073407,<=,100,6,94,0,0.53,0.53,0.5154639175257731,1.0,0.06
answer_mean_value,0.0003494625413171431,>=,0,94,6,100,0.47,0.47,0.0,0.0,0.94
answer_mean_value,0.0003494625413171431,<=,100,5,95,0,0.525,0.525,0.5128205128205128,1.0,0.05
answer_mean_value,0.0003524400408197895,>=,0,95,5,100,0.475,0.475,0.0,0.0,0.95
answer_mean_value,0.0003524400408197895,<=,100,4,96,0,0.52,0.52,0.5102040816326531,1.0,0.04
answer_mean_value,0.00036079114202063224,>=,0,96,4,100,0.48,0.48,0.0,0.0,0.96
answer_mean_value,0.00036079114202063224,<=,100,3,97,0,0.515,0.515,0.5076142131979695,1.0,0.03
answer_mean_value,0.00036857976015375977,>=,0,97,3,100,0.485,0.485,0.0,0.0,0.97
answer_mean_value,0.00036857976015375977,<=,100,2,98,0,0.51,0.51,0.5050505050505051,1.0,0.02
answer_mean_value,0.00043327605253910985,>=,0,98,2,100,0.49,0.49,0.0,0.0,0.98
answer_mean_value,0.00043327605253910985,<=,100,1,99,0,0.505,0.505,0.5025125628140703,1.0,0.01
answer_mean_value,0.0004358904065277085,>=,0,99,1,100,0.495,0.495,0.0,0.0,0.99
answer_mean_value,0.0004358904065277085,<=,100,0,100,0,0.5,0.5,0.5,1.0,0.0
pair_js_divergence,0.002170670846003072,>=,100,0,100,0,0.5,0.5,0.5,1.0,0.0
pair_js_divergence,0.002170670846003072,<=,1,99,1,99,0.5,0.5,0.5,0.01,0.99
pair_js_divergence,0.0022591789059450366,>=,99,1,99,1,0.5,0.5,0.5,0.99,0.01
pair_js_divergence,0.0022591789059450366,<=,2,98,2,98,0.5,0.5,0.5,0.02,0.98
pair_js_divergence,0.0023590433370543895,>=,98,2,98,2,0.5,0.5,0.5,0.98,0.02
pair_js_divergence,0.0023590433370543895,<=,3,97,3,97,0.5,0.5,0.5,0.03,0.97
pair_js_divergence,0.0027439938078870517,>=,97,3,97,3,0.5,0.5,0.5,0.97,0.03
pair_js_divergence,0.0027439938078870517,<=,4,96,4,96,0.5,0.5,0.5,0.04,0.96
pair_js_divergence,0.0027695997432287955,>=,96,4,96,4,0.5,0.5,0.5,0.96,0.04
pair_js_divergence,0.0027695997432287955,<=,5,95,5,95,0.5,0.5,0.5,0.05,0.95
pair_js_divergence,0.0027944646028098827,>=,95,5,95,5,0.5,0.5,0.5,0.95,0.05
pair_js_divergence,0.0027944646028098827,<=,6,94,6,94,0.5,0.5,0.5,0.06,0.94
pair_js_divergence,0.0028880405117671084,>=,94,6,94,6,0.5,0.5,0.5,0.94,0.06
pair_js_divergence,0.0028880405117671084,<=,7,93,7,93,0.5,0.5,0.5,0.07,0.93
pair_js_divergence,0.002921998161126222,>=,93,7,93,7,0.5,0.5,0.5,0.93,0.07
pair_js_divergence,0.002921998161126222,<=,8,92,8,92,0.5,0.5,0.5,0.08,0.92
pair_js_divergence,0.003079311034547191,>=,92,8,92,8,0.5,0.5,0.5,0.92,0.08
pair_js_divergence,0.003079311034547191,<=,9,91,9,91,0.5,0.5,0.5,0.09,0.91
pair_js_divergence,0.003080871049282883,>=,91,9,91,9,0.5,0.5,0.5,0.91,0.09
pair_js_divergence,0.003080871049282883,<=,10,90,10,90,0.5,0.5,0.5,0.1,0.9
pair_js_divergence,0.0030961860711181772,>=,90,10,90,10,0.5,0.5,0.5,0.9,0.1
pair_js_divergence,0.0030961860711181772,<=,11,89,11,89,0.5,0.5,0.5,0.11,0.89
pair_js_divergence,0.003181286452504674,>=,89,11,89,11,0.5,0.5,0.5,0.89,0.11
pair_js_divergence,0.003181286452504674,<=,12,88,12,88,0.5,0.5,0.5,0.12,0.88
pair_js_divergence,0.0032482635428549796,>=,88,12,88,12,0.5,0.5,0.5,0.88,0.12
pair_js_divergence,0.0032482635428549796,<=,13,87,13,87,0.5,0.5,0.5,0.13,0.87
pair_js_divergence,0.003298249021010952,>=,87,13,87,13,0.5,0.5,0.5,0.87,0.13
pair_js_divergence,0.003298249021010952,<=,14,86,14,86,0.5,0.5,0.5,0.14,0.86
pair_js_divergence,0.0033899844614788625,>=,86,14,86,14,0.5,0.5,0.5,0.86,0.14
pair_js_divergence,0.0033899844614788625,<=,15,85,15,85,0.5,0.5,0.5,0.15,0.85
pair_js_divergence,0.0034364686526472425,>=,85,15,85,15,0.5,0.5,0.5,0.85,0.15
pair_js_divergence,0.0034364686526472425,<=,16,84,16,84,0.5,0.5,0.5,0.16,0.84
pair_js_divergence,0.003480940655876022,>=,84,16,84,16,0.5,0.5,0.5,0.84,0.16
pair_js_divergence,0.003480940655876022,<=,17,83,17,83,0.5,0.5,0.5,0.17,0.83
pair_js_divergence,0.00349813775192369,>=,83,17,83,17,0.5,0.5,0.5,0.83,0.17
pair_js_divergence,0.00349813775192369,<=,18,82,18,82,0.5,0.5,0.5,0.18,0.82
pair_js_divergence,0.0035008653720887,>=,82,18,82,18,0.5,0.5,0.5,0.82,0.18
pair_js_divergence,0.0035008653720887,<=,19,81,19,81,0.5,0.5,0.5,0.19,0.81
pair_js_divergence,0.003549069825200474,>=,81,19,81,19,0.5,0.5,0.5,0.81,0.19
pair_js_divergence,0.003549069825200474,<=,20,80,20,80,0.5,0.5,0.5,0.2,0.8
pair_js_divergence,0.003586697030237191,>=,80,20,80,20,0.5,0.5,0.5,0.8,0.2
pair_js_divergence,0.003586697030237191,<=,21,79,21,79,0.5,0.5,0.5,0.21,0.79
pair_js_divergence,0.0036402432682546733,>=,79,21,79,21,0.5,0.5,0.5,0.79,0.21
pair_js_divergence,0.0036402432682546733,<=,22,78,22,78,0.5,0.5,0.5,0.22,0.78
pair_js_divergence,0.0036724456529641765,>=,78,22,78,22,0.5,0.5,0.5,0.78,0.22
pair_js_divergence,0.0036724456529641765,<=,23,77,23,77,0.5,0.5,0.5,0.23,0.77
pair_js_divergence,0.0037397370582686554,>=,77,23,77,23,0.5,0.5,0.5,0.77,0.23
pair_js_divergence,0.0037397370582686554,<=,24,76,24,76,0.5,0.5,0.5,0.24,0.76
pair_js_divergence,0.0037659873151303846,>=,76,24,76,24,0.5,0.5,0.5,0.76,0.24
pair_js_divergence,0.0037659873151303846,<=,25,75,25,75,0.5,0.5,0.5,0.25,0.75
pair_js_divergence,0.003795841777018102,>=,75,25,75,25,0.5,0.5,0.5,0.75,0.25
pair_js_divergence,0.003795841777018102,<=,26,74,26,74,0.5,0.5,0.5,0.26,0.74
pair_js_divergence,0.003915751311881254,>=,74,26,74,26,0.5,0.5,0.5,0.74,0.26
pair_js_divergence,0.003915751311881254,<=,27,73,27,73,0.5,0.5,0.5,0.27,0.73
pair_js_divergence,0.003937011922642229,>=,73,27,73,27,0.5,0.5,0.5,0.73,0.27
pair_js_divergence,0.003937011922642229,<=,28,72,28,72,0.5,0.5,0.5,0.28,0.72
pair_js_divergence,0.0040259121304623835,>=,72,28,72,28,0.5,0.5,0.5,0.72,0.28
pair_js_divergence,0.0040259121304623835,<=,29,71,29,71,0.5,0.5,0.5,0.29,0.71
pair_js_divergence,0.004066609210133301,>=,71,29,71,29,0.5,0.5,0.5,0.71,0.29
pair_js_divergence,0.004066609210133301,<=,30,70,30,70,0.5,0.5,0.5,0.3,0.7
pair_js_divergence,0.0040911925232450345,>=,70,30,70,30,0.5,0.5,0.5,0.7,0.3
pair_js_divergence,0.0040911925232450345,<=,31,69,31,69,0.5,0.5,0.5,0.31,0.69
pair_js_divergence,0.0043659143127879295,>=,69,31,69,31,0.5,0.5,0.5,0.69,0.31
pair_js_divergence,0.0043659143127879295,<=,32,68,32,68,0.5,0.5,0.5,0.32,0.68
pair_js_divergence,0.004415695669201081,>=,68,32,68,32,0.5,0.5,0.5,0.68,0.32
pair_js_divergence,0.004415695669201081,<=,33,67,33,67,0.5,0.5,0.5,0.33,0.67
pair_js_divergence,0.0044699745357505375,>=,67,33,67,33,0.5,0.5,0.5,0.67,0.33
pair_js_divergence,0.0044699745357505375,<=,34,66,34,66,0.5,0.5,0.5,0.34,0.66
pair_js_divergence,0.004522609377575673,>=,66,34,66,34,0.5,0.5,0.5,0.66,0.34
pair_js_divergence,0.004522609377575673,<=,35,65,35,65,0.5,0.5,0.5,0.35,0.65
pair_js_divergence,0.0047403293125026745,>=,65,35,65,35,0.5,0.5,0.5,0.65,0.35
pair_js_divergence,0.0047403293125026745,<=,36,64,36,64,0.5,0.5,0.5,0.36,0.64
pair_js_divergence,0.004760664894013691,>=,64,36,64,36,0.5,0.5,0.5,0.64,0.36
pair_js_divergence,0.004760664894013691,<=,37,63,37,63,0.5,0.5,0.5,0.37,0.63
pair_js_divergence,0.004776390971369266,>=,63,37,63,37,0.5,0.5,0.5,0.63,0.37
pair_js_divergence,0.004776390971369266,<=,38,62,38,62,0.5,0.5,0.5,0.38,0.62
pair_js_divergence,0.004850502257135139,>=,62,38,62,38,0.5,0.5,0.5,0.62,0.38
pair_js_divergence,0.004850502257135139,<=,39,61,39,61,0.5,0.5,0.5,0.39,0.61
pair_js_divergence,0.004895211920226801,>=,61,39,61,39,0.5,0.5,0.5,0.61,0.39
pair_js_divergence,0.004895211920226801,<=,40,60,40,60,0.5,0.5,0.5,0.4,0.6
pair_js_divergence,0.004897969909320717,>=,60,40,60,40,0.5,0.5,0.5,0.6,0.4
pair_js_divergence,0.004897969909320717,<=,41,59,41,59,0.5,0.5,0.5,0.41,0.59
pair_js_divergence,0.00500291601935986,>=,59,41,59,41,0.5,0.5,0.5,0.59,0.41
pair_js_divergence,0.00500291601935986,<=,42,58,42,58,0.5,0.5,0.5,0.42,0.58
pair_js_divergence,0.005178933250458371,>=,58,42,58,42,0.5,0.5,0.5,0.58,0.42
pair_js_divergence,0.005178933250458371,<=,43,57,43,57,0.5,0.5,0.5,0.43,0.57
pair_js_divergence,0.00520556158203737,>=,57,43,57,43,0.5,0.5,0.5,0.57,0.43
pair_js_divergence,0.00520556158203737,<=,44,56,44,56,0.5,0.5,0.5,0.44,0.56
pair_js_divergence,0.0052188773319221185,>=,56,44,56,44,0.5,0.5,0.5,0.56,0.44
pair_js_divergence,0.0052188773319221185,<=,45,55,45,55,0.5,0.5,0.5,0.45,0.55
pair_js_divergence,0.005279778789253968,>=,55,45,55,45,0.5,0.5,0.5,0.55,0.45
pair_js_divergence,0.005279778789253968,<=,46,54,46,54,0.5,0.5,0.5,0.46,0.54
pair_js_divergence,0.00535063456253643,>=,54,46,54,46,0.5,0.5,0.5,0.54,0.46
pair_js_divergence,0.00535063456253643,<=,47,53,47,53,0.5,0.5,0.5,0.47,0.53
pair_js_divergence,0.005423083997999798,>=,53,47,53,47,0.5,0.5,0.5,0.53,0.47
pair_js_divergence,0.005423083997999798,<=,48,52,48,52,0.5,0.5,0.5,0.48,0.52
pair_js_divergence,0.005488596767149881,>=,52,48,52,48,0.5,0.5,0.5,0.52,0.48
pair_js_divergence,0.005488596767149881,<=,49,51,49,51,0.5,0.5,0.5,0.49,0.51
pair_js_divergence,0.005494777866154776,>=,51,49,51,49,0.5,0.5,0.5,0.51,0.49
pair_js_divergence,0.005494777866154776,<=,50,50,50,50,0.5,0.5,0.5,0.5,0.5
pair_js_divergence,0.005683456287030904,>=,50,50,50,50,0.5,0.5,0.5,0.5,0.5
pair_js_divergence,0.005683456287030904,<=,51,49,51,49,0.5,0.5,0.5,0.51,0.49
pair_js_divergence,0.005787265579884449,>=,49,51,49,51,0.5,0.5,0.5,0.49,0.51
pair_js_divergence,0.005787265579884449,<=,52,48,52,48,0.5,0.5,0.5,0.52,0.48
pair_js_divergence,0.005804465649641637,>=,48,52,48,52,0.5,0.5,0.5,0.48,0.52
pair_js_divergence,0.005804465649641637,<=,53,47,53,47,0.5,0.5,0.5,0.53,0.47
pair_js_divergence,0.005842400254717465,>=,47,53,47,53,0.5,0.5,0.5,0.47,0.53
pair_js_divergence,0.005842400254717465,<=,54,46,54,46,0.5,0.5,0.5,0.54,0.46
pair_js_divergence,0.006017257958205647,>=,46,54,46,54,0.5,0.5,0.5,0.46,0.54
pair_js_divergence,0.006017257958205647,<=,55,45,55,45,0.5,0.5,0.5,0.55,0.45
pair_js_divergence,0.0060862386660738566,>=,45,55,45,55,0.5,0.5,0.5,0.45,0.55
pair_js_divergence,0.0060862386660738566,<=,56,44,56,44,0.5,0.5,0.5,0.56,0.44
pair_js_divergence,0.006092426640184072,>=,44,56,44,56,0.5,0.5,0.5,0.44,0.56
pair_js_divergence,0.006092426640184072,<=,57,43,57,43,0.5,0.5,0.5,0.57,0.43
